sample_size,rep,observed_correlation,p_value,significant,null_corr_threshold,null_corr_variance
4000,74,0.07539215115438422,0.0,True,0.04460688477116533,0.00024865804745192847
4000,75,0.05650989783228371,0.0,True,0.04358822976392666,0.00024535253614137756
4000,76,0.051014444521550496,0.0012,True,0.043621961832534084,0.00024352690794205266
4000,77,0.04891223042702707,0.0024,True,0.044312754930325944,0.0002487916570984807
4000,78,0.025648543216126543,0.1128,False,0.04489562527821062,0.0002537824676392531
4000,79,0.0636159260121085,0.0002,True,0.044570275951468195,0.00025543000843162504
4000,80,0.04548059673989087,0.0032,True,0.04417902209823698,0.0002456204975178897
4000,81,0.049640168876849404,0.0014,True,0.045049529060250566,0.00025255439211804213
4000,82,0.02106226242459079,0.1806,False,0.044035290626515816,0.0002500116270575579
4000,83,0.04473567111281832,0.0038,True,0.04396885443979845,0.0002443470062953923
4000,84,0.040914654634027506,0.0108,False,0.04509429161007262,0.0002542251240400904
4000,85,0.056701033017999385,0.0004,True,0.043610089685396626,0.0002489897853072717
4000,86,0.06768077014695242,0.0,True,0.044493839845511224,0.00024790122014304244
4000,87,0.05259458203508107,0.0012,True,0.044274286491297686,0.00024837523876956126
4000,88,0.02940918820556694,0.0686,False,0.044660650671893516,0.0002553335653748959
4000,89,0.03745721948438291,0.019,False,0.044651956975130025,0.0002469208570747552
4000,90,0.056303338886646966,0.0004,True,0.04511131879266968,0.0002522146243245638
4000,91,0.04748924827230595,0.0026,True,0.04439720707742514,0.0002427800931626277
4000,92,0.031182772481094353,0.0468,False,0.044433755791838225,0.0002472899253612897
4000,93,0.05092254661721716,0.0006,True,0.04414233740730212,0.00024666402882131893
4000,94,0.057485254694881416,0.0002,True,0.04409862289620359,0.000258695324436524
4000,95,0.05113065012093615,0.002,True,0.04373654829491577,0.0002419352791384552
4000,96,0.056479329194945534,0.0004,True,0.04424299638212412,0.00024686131794852923
4000,97,0.052047324384606145,0.001,True,0.04436660300829365,0.00024992210830039027
4000,98,0.06644093701924685,0.0,True,0.0432904696617727,0.00025131334607718224
4000,99,0.039341498210867125,0.0122,False,0.044101491418642634,0.00024902053302648013
2000,0,0.07352976979840127,0.0008,True,0.06231877074169388,0.0004952677204441199
2000,1,0.00956000475329965,0.6798,False,0.06260370101428626,0.0005049616981606245
2000,2,0.050916357083909645,0.027,False,0.06378114293118628,0.000504312554550879
2000,3,0.08233230562421662,0.0004,True,0.06215852115846892,0.000488938697757948
2000,4,0.040427903221473216,0.072,False,0.06087141506165821,0.0004947169943826701
2000,5,0.07183515913770072,0.0022,True,0.06346485922396725,0.0005069775144863961
2000,6,0.06298785060959042,0.0044,True,0.06243458332087898,0.0004983147360451642
2000,7,0.063383025897285,0.005,True,0.06344705827802177,0.0004923216852093263
